cve_id,executive_summary,exploitation_consequence,observed_in_the_wild
CVE-2022-34717,"An unspecified vulnerability exists within Microsoft Office LTSC 2021 for 64-bit editions and earlier that, when exploited, allows a local attacker to remotely execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2022-4436,"A use after free vulnerability exists within Blink Media in Google Chrome&nbsp;108.0.5359.99 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2022-4437,"A use after free vulnerability exists within Mojo IPC in Google Chrome&nbsp;108.0.5359.99 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2022-4438,"A use after free vulnerability exists within Blink Frames in Google Chrome&nbsp;108.0.5359.99 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2022-4439,"A use after free vulnerability exists within Aura in Google Chrome&nbsp;108.0.5359.99 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2022-4440,"A use after free vulnerability exists within Profiles in Google Chrome&nbsp;108.0.5359.99 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2022-4436,"A use after free vulnerability exists within Blink Media in Google Chrome&nbsp;108.0.5359.99 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2022-4437,"A use after free vulnerability exists within Mojo IPC in Google Chrome&nbsp;108.0.5359.99 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2022-4438,"A use after free vulnerability exists within Blink Frames in Google Chrome&nbsp;108.0.5359.99 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2022-4439,"A use after free vulnerability exists within Aura in Google Chrome&nbsp;108.0.5359.99 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2022-4440,"A use after free vulnerability exists within Profiles in Google Chrome&nbsp;108.0.5359.99 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0128,"A use after free vulnerability exists within Overview Mode in Google Chrome 108.0.5359.125 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0129,"A heap-based buffer overflow vulnerability exists within the Network Service in Google Chrome 108.0.5359.125 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0130,"An unspecified vulnerability exists within the Fullscreen API in Google Chrome 108.0.5359.125 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-0131,"An unspecified vulnerability exists within the iframe Sandbox in Google Chrome 108.0.5359.125 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-0132,"An unspecified vulnerability exists within Permission prompts in Google Chrome 108.0.5359.125 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-0133,"An unspecified vulnerability exists within Permission prompts in Google Chrome 108.0.5359.125 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-0134,"A use after free vulnerability exists within Cart in Google Chrome 108.0.5359.125 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0135,"A use after free vulnerability exists within Cart in Google Chrome 108.0.5359.125 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0136,"An unspecified vulnerability exists within the Fullscreen API in Google Chrome 108.0.5359.125 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-0137,"A heap-based buffer overflow vulnerability exists within Platform Apps in Google Chrome 108.0.5359.125 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0138,"A heap-based buffer overflow vulnerability exists within libphonenumber in Google Chrome 108.0.5359.125 and earlier that, when exploited, allows a remote attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-0139,"An insufficient verification of data authenticity vulnerability exists within Downloads in Google Chrome 108.0.5359.125 and earlier that, when exploited, allows a remote attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-0140,"An unspecified vulnerability exists within the File System API in Google Chrome 108.0.5359.125 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-0141,"An improper authorization vulnerability exists within CORS in Google Chrome 108.0.5359.125 and earlier that, when exploited, allows a remote attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-21524,"An unspecified vulnerability exists within the Local Security Authority component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21525,"A race condition vulnerability exists within the Remote Procedure Call Runtime component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-21527,"An unspecified vulnerability exists within the iSCSI Service component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-21532,"An unspecified vulnerability exists within the GDI component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21535,"An unspecified vulnerability exists within the Secure Socket Tunneling Protocol (SSTP) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-21536,"An unspecified vulnerability exists within the Event Tracing for Windows component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-21537,"An unspecified vulnerability exists within the Message Queuing (MSMQ) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21539,"An unspecified vulnerability exists within the Authentication component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-21540,"An unspecified vulnerability exists within the Cryptographic component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-21541,"An unspecified vulnerability exists within the Task Scheduler component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21543,"An unspecified vulnerability exists within the Layer 2 Tunneling Protocol (L2TP) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-21546,"An unspecified vulnerability exists within the Layer 2 Tunneling Protocol (L2TP) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-21547,"A null pointer dereference vulnerability exists within the Internet Key Exchange (IKE) Protocol component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-21548,"An unspecified vulnerability exists within the Secure Socket Tunneling Protocol (SSTP) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-21549,"An unspecified vulnerability exists within the SMB Witness Service component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to escalate privileges and execute RPC functions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21550,"An unspecified vulnerability exists within the Cryptographic component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local privileged attacker to disclose Windows cryptographic secrets. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-21551,"An unspecified vulnerability exists within the Cryptographic Services component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local privileged attacker to gain SYSTEM privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21552,"An unspecified vulnerability exists within the GDI component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local privileged attacker to gain SYSTEM privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21555,"An unspecified vulnerability exists within the Layer 2 Tunneling Protocol (L2TP) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-21556,"An unspecified vulnerability exists within the Layer 2 Tunneling Protocol (L2TP) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-21557,"An unspecified vulnerability exists within the Lightweight Directory Access Protocol (LDAP) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-21558,"An unspecified vulnerability exists within the Error Reporting Service component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local privileged attacker to specific limited SYSTEM privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21559,"An unspecified vulnerability exists within the Cryptographic component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local privileged attacker to disclose Windows cryptographic secrets. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-21560,"An unspecified vulnerability exists within the Boot Manager component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local privileged attacker to gain access to encrypted data. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21561,"An unspecified vulnerability exists within the Cryptographic Services component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to gain SYSTEM privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21563,"An unspecified vulnerability exists within the BitLocker component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local attacker to gain access to encrypted data. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21674,"An unspecified vulnerability exists within the Advanced Local Procedure Call (ALPC) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local privileged attacker to gain SYSTEM privileges. Exploit code is not publicly available, but this vulnerability has been reported exploited in the wild. Mitigation options include a vendor fix.",Security Bypass,true
CVE-2023-21675,"A memory corruption vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local privileged attacker to gain SYSTEM privileges. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21676,"An unspecified vulnerability exists within the Lightweight Directory Access Protocol (LDAP) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-21677,"An unspecified vulnerability exists within the Internet Key Exchange (IKE) Extension component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-21678,"An unspecified vulnerability exists within the Print Spooler component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21679,"A race condition vulnerability exists within the Layer 2 Tunneling Protocol (L2TP) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-21680,"A use after free vulnerability exists within the Win32k component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21681,"An unspecified vulnerability exists within the WDAC OLE DB provider for SQL Server component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-21682,"An unspecified vulnerability exists within the Point-to-Point Protocol (PPP) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-21683,"An unspecified vulnerability exists within the Internet Key Exchange (IKE) Extension component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-21724,"An unspecified vulnerability exists within the DWM Core Library component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21726,"An unspecified vulnerability exists within the Credential Manager User Interface component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21728,"An unspecified vulnerability exists within the Netlogon component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-21730,"An unspecified vulnerability exists within the Cryptographic Services component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21732,"An unspecified vulnerability exists within the ODBC Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-21733,"An unspecified vulnerability exists within the Bind Filter Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21739,"An unspecified vulnerability exists within the Bluetooth Driver component in Microsoft Windows RT 8.1 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21746,"An unspecified vulnerability exists within the NTLM component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21747,"A use-after-free vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21748,"A memory corruption vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local privileged attacker to escalate privileges. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21749,"A race condition vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local privileged attacker to escalate privileges. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21750,"An unspecified vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to delete a registry key they do not have permissions to delete. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Data Loss,false
CVE-2023-21752,"An unspecified vulnerability exists within the Backup Service component in Microsoft Windows 11 Version 22H2 for x64-based Systems and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21754,"An unspecified vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local privileged attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21755,"An unspecified vulnerability exists within the Kernel component in Microsoft Windows 11 Version 22H2 for x64-based Systems and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21757,"An unspecified vulnerability exists within the Layer 2 Tunneling Protocol (L2TP) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-21758,"A null pointer dereference vulnerability exists within the Internet Key Exchange (IKE) Extension component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to cause a denial-of-service (DoS) condition. Exploit code is not publicly available. Mitigation options include a vendor fix.",Denial-of-Service (DoS),false
CVE-2023-21759,"An unspecified vulnerability exists within the Smart Card Resource Management Server component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-21760,"An unspecified vulnerability exists within the Print Spooler component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21765,"An unspecified vulnerability exists within the Print Spooler component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21766,"An unspecified vulnerability exists within the Overlay Filter component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to disclose potentially sensitive information. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-21767,"An unspecified vulnerability exists within the Overlay Filter component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21771,"An unspecified vulnerability exists within the Local Session Manager (LSM) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21772,"An unspecified vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21773,"An unspecified vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local privileged attacker to escalate privileges. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21774,"An unspecified vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21776,"An out-of-bounds read vulnerability exists within the Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to disclose content of kernel memory. Proof-of-concept (PoC) code is publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2022-46871,"An unspecified vulnerability exists within the libusrsctp library in Mozilla Firefox 107.0.1 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2022-46877,"An unspecified vulnerability exists within the fullscreen notification component in Mozilla Firefox 107.0.1 and earlier that, when exploited, allows a remote attacker to spoof content. Exploit code is not publicly available. Mitigation options include a vendor fix.",Data Manipulation,false
CVE-2023-23598,"An unspecified vulnerability exists within the GTK wrapper component in Mozilla Firefox 108.0.2 and earlier that, when exploited, allows a remote attacker to read arbitrary files. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-23599,"An unspecified vulnerability exists within the developer tools component in Mozilla Firefox 108.0.2 and earlier that, when exploited, allows a remote attacker to bypass security controls. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-23601,"An unspecified vulnerability exists within the cross-origin iframe component in Mozilla Firefox 108.0.2 and earlier that, when exploited, allows a remote attacker to spoof webpages. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-23602,"An unspecified vulnerability exists within the WebWorker component in Mozilla Firefox 108.0.2 and earlier that, when exploited, allows a remote attacker to bypass security checks. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-23603,"An unspecified vulnerability exists within the console.log component in Mozilla Firefox 108.0.2 and earlier that, when exploited, allows a remote attacker to disclose information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
CVE-2023-23605,"An unspecified vulnerability exists in Mozilla Firefox 108.0.2 and earlier that, when exploited, allows a remote attacker to execute code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0471,"A use after free vulnerability exists within the WebTransport component in Google Chrome versions 109.0.5414.74 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0472,"A use after free vulnerability exists within the WebRTC component in Google Chrome versions 109.0.5414.74 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0473,"A type confusion vulnerability exists within the ServiceWorker API component in Google Chrome versions 109.0.5414.74 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0474,"A use after free vulnerability exists within the GuestView component in Google Chrome versions 109.0.5414.74 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0696,"A type confusion vulnerability exists within V8 in Google Chrome versions 109.0.5414.120 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0697,"An unspecified vulnerability exists within full screen mode in Google Chrome versions 109.0.5414.120 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0698,"An out-of-bounds read vulnerability exists within WebRTC in Google Chrome versions 109.0.5414.120 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0699,"A use after free vulnerability exists within the GPU in Google Chrome versions 109.0.5414.120 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0700,"An unspecified vulnerability exists within the download component in Google Chrome versions 109.0.5414.120 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-0701,"A heap-based buffer overflow vulnerability exists within the WebUI in Google Chrome versions 109.0.5414.120 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0702,"A type confusion vulnerability exists within the data transfer component in Google Chrome versions 109.0.5414.120 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0703,"A type confusion vulnerability exists within DevTools in Google Chrome versions 109.0.5414.120 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-0704,"An unspecified vulnerability exists within DevTools in Google Chrome versions 109.0.5414.120 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-0705,"An integer overflow vulnerability exists within the Core component in Google Chrome versions 109.0.5414.120 and earlier that, when exploited, allows a remote attacker to perform unspecified actions. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21684,"An unspecified vulnerability exists within the PostScript Printer Driver component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote authenticated attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-21685,"An unspecified vulnerability exists within the WDAC OLE DB provider for SQL Server component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-21686,"An unspecified vulnerability exists within the WDAC OLE DB provider for SQL Server component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix.",Code Execution,false
CVE-2023-21688,"An unspecified vulnerability exists within the NT OS Kernel component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a local authenticated attacker to escalate privileges. Exploit code is not publicly available. Mitigation options include a vendor fix.",Security Bypass,false
CVE-2023-21689,"An unspecified vulnerability exists within the Protected Extensible Authentication Protocol (PEAP) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix and workarounds.",Code Execution,false
CVE-2023-21690,"An unspecified vulnerability exists within the Protected Extensible Authentication Protocol (PEAP) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to execute arbitrary code. Exploit code is not publicly available. Mitigation options include a vendor fix and workarounds.",Code Execution,false
CVE-2023-21691,"An unspecified vulnerability exists within the Protected Extensible Authentication Protocol (PEAP) component in Microsoft Windows Server 2022 and earlier that, when exploited, allows a remote attacker to disclose potentially sensitive information. Exploit code is not publicly available. Mitigation options include a vendor fix.",Information Disclosure,false
